id,fecha,modulo,descripcion,rol_usuario,sede
3840,10/4/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Cuenca
3841,9/11/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Ambato
3842,8/1/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil
3843,7/30/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito
3844,1/23/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato
3845,9/11/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca
3846,1/2/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Manta
3847,6/23/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Guayaquil
3848,12/1/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito
3849,11/24/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Cuenca
3850,2/28/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 31 minutos,Gerencia,Quito
3851,5/25/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Cuenca
3852,1/22/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Cuenca
3853,2/10/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Guayaquil
3854,3/3/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca
3855,5/10/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil
3856,4/25/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito
3857,4/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
3858,10/13/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Paciente,Quito
3859,11/10/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito
3860,7/30/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Quito
3861,1/13/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Ambato
3862,10/3/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito
3863,12/6/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato
3864,7/5/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito
3865,7/31/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito
3866,11/1/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Quito
3867,2/17/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito
3868,11/7/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 27s,Paciente,Quito
3869,3/17/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Quito
3870,10/13/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Ambato
3871,7/6/2025,HCE,Tiempo de carga de la ficha clinica supera los 13s en horas pico,Medico,Guayaquil
3872,11/18/2025,HCE,Nota de evolucion tarda 25s en guardarse,Enfermeria,Guayaquil
3873,2/21/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 25s,Paciente,Cuenca
3874,11/2/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito
3875,1/25/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito
3876,12/12/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito
3877,12/4/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Quito
3878,9/15/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Manta
3879,9/11/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Ambato
3880,3/18/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Manta
3881,6/21/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito
3882,9/29/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Guayaquil
3883,2/9/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Guayaquil
3884,2/23/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 31s,Enfermeria,Quito
3885,8/8/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Ambato
3886,11/14/2025,HCE,Tiempo de carga de la ficha clinica supera los 26s en horas pico,Enfermeria,Manta
3887,9/14/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito
3888,6/8/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Cuenca
3889,12/19/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil
3890,11/23/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato
3891,8/25/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito
3892,6/27/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Cuenca
3893,5/17/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil
3894,1/13/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
3895,3/23/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito
3896,12/3/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 25s,Enfermeria,Ambato
3897,4/24/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito
3898,1/29/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito
3899,11/13/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Guayaquil
3900,1/10/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Quito
3901,9/9/2025,HCE,Tiempo de carga de la ficha clinica supera los 27s en horas pico,Medico,Guayaquil
3902,7/31/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito
3903,3/17/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Quito
3904,6/12/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca
3905,11/26/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Guayaquil
3906,5/26/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil
3907,6/28/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Manta
3908,7/2/2025,Facturacion,Retraso de 11s al procesar el pago con tarjeta de credito,Admision,Cuenca
3909,10/23/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca
3910,9/22/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Guayaquil
3911,12/11/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Guayaquil
3912,11/6/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil
3913,7/1/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Ambato
3914,9/15/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito
3915,8/10/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Manta
3916,4/7/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito
3917,2/13/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca
3918,11/22/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 24s,Farmacia,Quito
3919,4/5/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 14s,Medico,Cuenca
3920,9/30/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
3921,11/14/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito
3922,3/29/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Cuenca
3923,5/29/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil
3924,11/20/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca
3925,5/12/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil
3926,5/29/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
3927,4/5/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Cuenca
3928,6/12/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Manta
3929,8/7/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito
3930,2/13/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito
3931,12/15/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Quito
3932,7/23/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito
3933,7/29/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Manta
3934,1/7/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Ambato
3935,2/17/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Guayaquil
3936,5/10/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil
3937,5/11/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito
3938,8/11/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil
3939,7/25/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Guayaquil
3940,6/1/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito
3941,7/13/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 34s,Paciente,Quito
3942,2/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Quito
3943,2/27/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito
3944,3/6/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Guayaquil
3945,2/13/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito
3946,6/7/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito
3947,6/5/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito
3948,1/19/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito
3949,6/6/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Ambato
3950,5/31/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito
3951,11/3/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Cuenca
3952,5/30/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Manta
3953,3/9/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Quito
3954,9/27/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito
3955,7/11/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Guayaquil
3956,1/19/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil
3957,12/11/2025,HCE,Nota de evolucion tarda 15s en guardarse,Medico,Ambato
3958,6/23/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
3959,1/16/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Ambato
3960,7/30/2025,HCE,Nota de evolucion tarda 28s en guardarse,Medico,Quito
3961,10/29/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil
3962,3/21/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Ambato
3963,10/14/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil
3964,9/8/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato
3965,7/9/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Cuenca
3966,10/24/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil
3967,9/5/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil
3968,8/6/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Quito
3969,10/8/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 33 minutos,Gerencia,Quito
3970,7/4/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito
3971,11/20/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 16s,Medico,Guayaquil
3972,11/18/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito
3973,3/20/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil
3974,2/17/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Cuenca
3975,8/5/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Manta
3976,6/19/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Guayaquil
3977,2/19/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Cuenca
3978,1/10/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Paciente,Guayaquil
3979,8/12/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca
3980,1/3/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Manta
3981,2/28/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Cuenca
3982,2/12/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Guayaquil
3983,1/16/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Quito
3984,11/13/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito
3985,1/27/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito
3986,7/25/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito
3987,3/3/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Manta
3988,6/20/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito
3989,8/11/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Ambato
3990,2/4/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito
3991,6/27/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil
3992,5/19/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil
3993,4/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito
3994,8/21/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito
3995,12/11/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
